,date,adType,category,placement,keywords,body,ageMean,clickPerDollar
2066,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,46.6793675
2067,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,36.17120331
2068,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,31.79400986
2069,3/26/2013,Photo Post,Department,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,58.06447159
2070,3/26/2013,Photo Post,Retailer,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,67.42248718
2071,3/26/2013,Photo Post,General,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,47.4706726
2072,3/26/2013,Photo Post,Retailer,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,61.20684979
2073,3/26/2013,Photo Post,eCom,desktopfeed,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,35.68848098
2074,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,44.5,9.993861768
2075,3/26/2013,Photo Post,High End,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,44.5,60.73586952
2076,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,44.5,56.07226413
2077,3/26/2013,Photo Post,High End,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,34.02443782
2078,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,14.73401931
2079,3/26/2013,Photo Post,eCom,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,68.57420244
2080,3/26/2013,Photo Post,Retailer,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,60.38243293
2081,3/26/2013,Photo Post,eCom,mobile,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",34.5,95.90042336
2082,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",34.5,59.15497094
2083,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",34.5,60.38063579
2084,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",44.5,81.40454606
2085,3/26/2013,Photo Post,High End,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,44.5,48.87436069
2086,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,Check out a sneak peak of what's new in our stores!,44.5,24.13991362
2087,3/26/2013,Photo Post,General,mobile,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,118.90194
2088,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,92.23825753
2089,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,74.79574068
2090,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,42.4213661
2091,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,33.72086472
2092,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,23.69211131
2093,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to become a fan of Retail Store X!",44.5,75.32216292
2094,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Click """"Like"""" to become a fan of Retail Store X!",44.5,117.9052972
2095,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,56.27255696
2096,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,27.74517876
2097,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,38.40611998
2098,3/26/2013,Photo Post,Retailer,mobile,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,117.5828502
2099,3/26/2013,Photo Post,Retailer,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,66.91905543
2100,3/26/2013,Photo Post,General,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,25.37263834
2101,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,40.01753273
2102,3/26/2013,Photo Post,eCom,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,44.43719584
2103,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,56.50631709
2104,3/26/2013,Photo Post,Retailer,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,58.50990919
2105,3/26/2013,Photo Post,High End,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,63.45012468
2106,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,86.97067151
2107,3/26/2013,Photo Post,eCom,desktopfeed,#Shopping,Check out a sneak peak of what's new in our stores!,27,54.52381399
2108,3/26/2013,Photo Post,Retailer,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,27,67.05591935
2109,3/26/2013,Photo Post,eCom,desktopfeed,#Shopping,Check out a sneak peak of what's new in our stores!,27,27.29953288
2110,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",34.5,90.0708815
2111,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",34.5,71.26932195
2112,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",34.5,95.76939818
2113,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,34.5,64.58089608
2114,3/26/2013,Photo Post,High End,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,34.5,53.19366768
2115,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,34.5,33.25266757
2116,3/26/2013,Photo Post,General,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,31.64080914
2117,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,65.97520483
2118,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,32.90998707
2119,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,58.37835081
2120,3/26/2013,Photo Post,Department,mobile,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,83.17841983
2121,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,48.06062342
2122,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,62.93387798
2123,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,75.41032627
2124,3/26/2013,Photo Post,Department,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,98.5698663
2125,3/26/2013,Photo Post,Retailer,desktopfeed,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,81.20708121
2126,3/26/2013,Photo Post,General,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,52,48.46932079
2127,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,Check out a sneak peak of what's new in our stores!,52,54.93013638
2128,3/26/2013,Photo Post,eCom,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",27,81.7979993
2129,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",27,87.50517813
2130,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",27,85.79233251
2131,3/26/2013,Photo Post,Retailer,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,41.20964456
2132,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,29.33124381
2133,3/26/2013,Photo Post,eCom,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,74.76268185
2134,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,51.69705878
2135,3/26/2013,Photo Post,eCom,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,85.75762761
2136,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,67.576783
2137,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,78.17097141
2138,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lululemon Athletica,"Click """"Like"""" to become a fan of Retail Store X!",52,66.26820961
2139,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,"Click """"Like"""" to become a fan of Retail Store X!",52,84.11179441
2140,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,"Click """"Like"""" to become a fan of Retail Store X!",52,77.00289667
2141,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"Click """"Like"""" to become a fan of Retail Store X!",34.5,86.47362905
2142,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,"Click """"Like"""" to become a fan of Retail Store X!",34.5,83.55291765
2143,3/26/2013,Photo Post,General,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,34.5,67.27569015
2144,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,34.5,59.092801
2145,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,46.43175483
2146,3/26/2013,Photo Post,Retailer,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,76.7541355
2147,3/26/2013,Photo Post,Department,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,76.97601378
2148,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,99.20725939
2149,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,90.82819216
2150,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,103.9427689
2151,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,111.6360531
2152,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,101.861625
2153,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",27,49.00602006
2154,3/26/2013,Photo Post,Retailer,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",27,79.83805321
2155,3/26/2013,Photo Post,Retailer,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",27,85.84506797
2156,3/26/2013,Photo Post,General,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,33.79119184
2157,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,71.44835002
2158,3/26/2013,Photo Post,eCom,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,46.918454
2159,3/26/2013,Photo Post,High End,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,52,43.16498192
2160,3/26/2013,Photo Post,High End,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,52,40.59234331
2161,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,52,65.41065548
2162,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",52,90.43236401
2163,3/26/2013,Photo Post,eCom,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,34.5,48.21594127
2164,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,34.5,68.51633101
2165,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,44.21685658
2166,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,46.57251703
2167,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,68.89019821
2168,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,78.7216787
2169,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,65.3818925
2170,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,97.77126164
2171,3/26/2013,Photo Post,High End,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,71.75520191
2172,3/26/2013,Photo Post,General,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,67.26032591
2173,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,52.94353813
2174,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,44.88413794
2175,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,31.43452568
2176,3/26/2013,Photo Post,Department,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,50.225882
2177,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,23.23047582
2178,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,45.72734687
2179,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,64.79840128
2180,3/26/2013,Photo Post,Department,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",34.5,88.20137021
2181,3/26/2013,Photo Post,Department,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",34.5,58.22449787
2182,3/26/2013,Photo Post,Department,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",34.5,81.0933033
2183,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",27,80.93607518
2184,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,62.27750858
2185,3/26/2013,Photo Post,General,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,67.47425409
2186,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,49.19454727
2187,3/26/2013,Photo Post,eCom,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,44.5,57.79943605
2188,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,44.5,48.30379627
2189,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,44.5,33.62649093
2190,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,64.4006416
2191,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,89.62717635
2192,3/26/2013,Photo Post,High End,desktopfeed,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,79.01556279
2193,3/26/2013,Photo Post,eCom,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to become a fan of Retail Store X!",44.5,60.33322932
2194,3/26/2013,Photo Post,eCom,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to become a fan of Retail Store X!",44.5,98.45965678
2195,3/26/2013,Photo Post,Cosmetics,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,11.96951868
2196,3/26/2013,Photo Post,Cosmetics,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,45.96363163
2197,3/26/2013,Photo Post,Cosmetics,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,83.71953518
2198,3/26/2013,Photo Post,Cosmetics,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,63.86629534
2199,3/26/2013,Photo Post,Cosmetics,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,53.09921304
2200,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,15.85959131
2201,3/26/2013,Photo Post,General,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",27,34.8636836
2202,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",27,74.54680925
2203,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,74.72700881
2204,3/26/2013,Photo Post,Retailer,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,96.64322481
2205,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,93.62151552
2206,3/26/2013,Photo Post,Department,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,96.92938075
2207,3/26/2013,Photo Post,Department,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,108.1005778
2208,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,81.09246521
2209,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,72.95428571
2210,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,84.28725594
2211,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,63.81518406
2212,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,75.92503995
2213,3/26/2013,Photo Post,General,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,64.22778045
2214,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,98.54115951
2215,3/26/2013,Photo Post,eCom,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,21.37902551
2216,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,37.66794262
2217,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,61.97929099
2218,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,71.40846783
2219,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,61.67579393
2220,3/26/2013,Photo Post,High End,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,66.94626503
2221,3/26/2013,Photo Post,eCom,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,88.10392236
2222,3/26/2013,Photo Post,eCom,mobile,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",27,113.3698573
2223,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",27,72.62391331
2224,3/26/2013,Photo Post,Cosmetics,mobile,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",27,90.89523238
2225,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,78.34665366
2226,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,82.44468729
2227,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,96.24327428
2228,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,65.62042068
2229,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,73.76486791
2230,3/26/2013,Photo Post,General,mobile,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,102.6184146
2231,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",44.5,86.52956943
2232,3/26/2013,Photo Post,Retailer,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,44.5,78.19796994
2233,3/26/2013,Photo Post,Department,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,44.5,70.10051201
2234,3/26/2013,Photo Post,Department,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,87.15924904
2235,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,43.96009182
2236,3/26/2013,Photo Post,Retailer,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,121.219277
2237,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,Check out a sneak peak of what's new in our stores!,27,31.44314731
2238,3/26/2013,Photo Post,Department,mobile,#Shopping,Check out a sneak peak of what's new in our stores!,27,48.41590583
2239,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",52,66.27909103
2240,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",52,85.29160836
2241,3/26/2013,Photo Post,General,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",52,66.9796234
2242,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,33.90280694
2243,3/26/2013,Photo Post,eCom,mobile,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,71.56171264
2244,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,91.20353344
2245,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,92.98089205
2246,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",52,78.99176018
2247,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",27,81.3390556
2248,3/26/2013,Photo Post,eCom,mobile,#Lululemon Athletica,"Click """"Like"""" to see what's new in our stores for Spring!!",27,104.0067961
